stimulus_id,Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,target
A_GQGfxzc6k,5.0,4.333333333333333,3.1666666666666665,2.8333333333333335,4.333333333333333,1.0,3.3333333333333335,mix
AoEBDS1OdQk,3.1666666666666665,2.1666666666666665,2.5,2.0,5.5,4.5,4.5,masc
AsBTxUxT8-I,3.5,4.166666666666667,2.1666666666666665,2.0,4.166666666666667,1.6666666666666667,3.3333333333333335,masc
B3O1NwkOOe4,5.5,3.6666666666666665,4.5,2.3333333333333335,4.333333333333333,1.0,3.6666666666666665,mix
B3koQlnaEL8,5.5,3.8333333333333335,5.333333333333333,4.833333333333333,3.3333333333333335,1.0,3.1666666666666665,fem
B4FsikjiUHA,5.0,3.1666666666666665,3.6666666666666665,3.3333333333333335,3.3333333333333335,1.1666666666666667,2.0,fem
BMSh7nl1pK8,4.166666666666667,2.5,3.6666666666666665,2.0,4.333333333333333,2.6666666666666665,3.0,fem
BS9a4CFppMo,4.333333333333333,1.6666666666666667,3.8333333333333335,4.5,2.3333333333333335,1.0,1.3333333333333333,fem
BohuEtYqfOA,3.5,4.0,1.5,1.1666666666666667,5.5,5.333333333333333,4.0,masc
Bqw_nmsQQy4,4.833333333333333,2.1666666666666665,2.3333333333333335,3.0,4.5,1.1666666666666667,4.0,masc
CN9qybFVIr8,6.0,5.833333333333333,2.8333333333333335,2.8333333333333335,5.833333333333333,1.1666666666666667,3.1666666666666665,mix
CcVTEKOG13o,4.166666666666667,3.6666666666666665,3.1666666666666665,2.6666666666666665,5.333333333333333,1.6666666666666667,4.0,mix
CfmWvEX_r7Y,6.0,4.666666666666667,3.6666666666666665,2.8333333333333335,4.833333333333333,1.1666666666666667,3.1666666666666665,mix
CpSWTA48JDQ,5.166666666666667,3.1666666666666665,4.833333333333333,4.166666666666667,4.0,1.8333333333333333,2.8333333333333335,fem
D9QZLIMKEno,5.666666666666667,4.166666666666667,3.6666666666666665,3.1666666666666665,5.0,1.1666666666666667,4.666666666666667,mix
D9qcmuxI4EI,4.666666666666667,3.1666666666666665,3.3333333333333335,2.3333333333333335,4.833333333333333,2.0,4.0,masc
DE15rbeNgLI,4.333333333333333,2.6666666666666665,3.8333333333333335,2.5,3.3333333333333335,1.0,2.3333333333333335,fem
DOO0-chRLHY,3.1666666666666665,1.8333333333333333,2.1666666666666665,2.0,3.8333333333333335,1.3333333333333333,3.0,masc
DPDwNEZJNJY,5.5,3.8333333333333335,3.5,2.8333333333333335,3.3333333333333335,1.0,2.8333333333333335,fem
DWi19R_1ugo,5.166666666666667,4.333333333333333,2.6666666666666665,2.0,6.166666666666667,2.0,2.8333333333333335,mix
DX5qdgEvdlc,5.0,3.4285714285714284,2.5,1.7857142857142858,5.642857142857143,2.2142857142857144,4.214285714285714,masc
DqQZSbSfQ6g,4.833333333333333,3.1666666666666665,3.8333333333333335,2.0,3.1666666666666665,1.0,2.3333333333333335,fem
DqU8fARtNFA,3.8333333333333335,2.1666666666666665,3.1666666666666665,3.5,3.1666666666666665,1.0,2.6666666666666665,mix
Drg9AMJCWRk,3.1666666666666665,2.5,1.8333333333333333,1.1666666666666667,5.0,3.5,2.8333333333333335,mix
Dvcp5sr5AcA,2.0,2.0,2.0,1.2857142857142858,4.428571428571429,3.5714285714285716,3.5714285714285716,masc
E8GschBoKMA,6.0,3.3333333333333335,5.5,6.166666666666667,4.166666666666667,1.3333333333333333,5.166666666666667,fem
EJv6cvvJshU,5.833333333333333,3.6666666666666665,3.3333333333333335,3.1666666666666665,4.666666666666667,1.0,2.1666666666666665,mix
ELVHeeDug4U,4.4,3.2,3.8,2.6,2.2,1.0,2.6,fem
ENjv1qKNS4A,5.333333333333333,2.6666666666666665,5.0,2.8333333333333335,4.333333333333333,1.1666666666666667,3.3333333333333335,fem
EPIML-8H-xY,3.0,2.6666666666666665,2.1666666666666665,1.8333333333333333,4.0,2.3333333333333335,3.5,masc
ERWmerxv2N0,5.166666666666667,3.1666666666666665,5.166666666666667,4.5,3.5,1.0,1.6666666666666667,fem
ET8_Ee5cQk4,3.8333333333333335,2.6666666666666665,2.5,1.6666666666666667,4.0,3.3333333333333335,3.0,masc
EXL8_DhTqNE,6.166666666666667,6.0,2.6666666666666665,1.1666666666666667,6.5,1.3333333333333333,3.6666666666666665,mix
EXVVcmoPCbA,5.333333333333333,6.166666666666667,2.6666666666666665,2.0,6.0,1.6666666666666667,3.8333333333333335,mix
Eej5_xQMdF0,5.0,3.5,5.166666666666667,4.5,4.5,1.0,3.8333333333333335,fem
EjxILHpT7I8,4.571428571428571,3.857142857142857,2.7142857142857144,1.7142857142857142,5.142857142857143,1.4285714285714286,3.7142857142857144,masc
EsoVjRdPCoU,5.0,3.1666666666666665,3.8333333333333335,4.833333333333333,3.5,1.0,3.6666666666666665,mix
Ex5ZhANd7z0,5.5,3.6666666666666665,3.5,3.5,3.6666666666666665,1.1666666666666667,2.8333333333333335,mix
ExJpDpg2T_A,4.0,1.5,3.1666666666666665,1.5,2.6666666666666665,1.1666666666666667,1.3333333333333333,fem
Ey3HojynMqM,3.8333333333333335,2.1666666666666665,2.6666666666666665,3.0,4.333333333333333,1.3333333333333333,3.5,mix
FLJARDSdGLM,5.833333333333333,5.333333333333333,3.6666666666666665,3.5,4.833333333333333,1.0,2.6666666666666665,mix
FYpPMELi0Co,4.833333333333333,2.0,4.5,3.1666666666666665,3.6666666666666665,1.0,3.3333333333333335,fem
FhyVUb25Ilc,2.6666666666666665,1.8333333333333333,2.3333333333333335,1.5,5.0,3.5,4.0,masc
FqGfNOYo0co,4.666666666666667,1.8333333333333333,3.1666666666666665,5.5,1.6666666666666667,1.0,1.8333333333333333,mix
FsItakNM2wI,4.833333333333333,4.666666666666667,2.0,2.3333333333333335,4.666666666666667,2.0,2.8333333333333335,mix
FvUgpHx9nKs,5.166666666666667,2.3333333333333335,4.666666666666667,3.1666666666666665,3.1666666666666665,1.1666666666666667,2.8333333333333335,fem
GGlOzSB1R-w,3.0,1.5,1.5,1.1666666666666667,4.833333333333333,3.1666666666666665,4.166666666666667,masc
GNLdz_GH8fs,5.5,2.3333333333333335,5.666666666666667,6.5,3.1666666666666665,1.0,3.0,fem
GUJ8PfvfQOU,5.333333333333333,3.3333333333333335,2.5,2.6666666666666665,4.666666666666667,1.3333333333333333,3.3333333333333335,mix
GXojZcA86Oo,6.0,2.6666666666666665,4.166666666666667,3.8333333333333335,3.3333333333333335,1.0,2.1666666666666665,fem
GvMmTsqExiw,5.333333333333333,3.5,4.666666666666667,4.166666666666667,3.8333333333333335,1.0,2.1666666666666665,fem
HCTfaQg1fzc,5.0,3.1666666666666665,4.166666666666667,3.3333333333333335,3.6666666666666665,1.0,2.8333333333333335,fem
HO-GyyhtDnA,3.4304635761589406,2.6357615894039736,2.0860927152317883,1.5894039735099337,4.874172185430464,3.4768211920529803,3.576158940397351,masc
HWp1y2cHrgo,4.571428571428571,5.142857142857143,3.4285714285714284,2.7142857142857144,3.4285714285714284,1.7142857142857142,2.0,mix
HjFgeL3bdeQ,4.125,3.25,2.875,1.875,4.375,1.5,2.5,masc
HkESWe-VmCw,3.8333333333333335,3.3333333333333335,2.5,2.3333333333333335,3.8333333333333335,1.6666666666666667,3.6666666666666665,masc
Hkae1vy8HPA,5.833333333333333,3.8333333333333335,4.666666666666667,2.5,5.666666666666667,1.0,3.8333333333333335,fem
HmN4c8UShsk,3.1666666666666665,4.333333333333333,2.6666666666666665,2.1666666666666665,4.833333333333333,2.5,3.5,masc
IBDL15WTewc,4.833333333333333,4.833333333333333,3.1666666666666665,2.6666666666666665,4.5,1.6666666666666667,1.6666666666666667,mix
IUMGZBXMi0M,3.5,2.8333333333333335,3.0,2.1666666666666665,4.666666666666667,2.3333333333333335,4.5,masc
Ig3eyG9baPw,4.333333333333333,4.166666666666667,2.6666666666666665,1.6666666666666667,4.333333333333333,2.0,2.6666666666666665,mix
IgiFNotHmKg,5.5,3.1666666666666665,4.333333333333333,3.3333333333333335,3.1666666666666665,1.0,2.8333333333333335,fem
Ik1vebgUXxA,5.166666666666667,4.5,2.5,1.8333333333333333,4.166666666666667,1.8333333333333333,2.3333333333333335,mix
InjI6hTzBNQ,5.714285714285714,5.857142857142857,3.7142857142857144,3.2857142857142856,4.0,1.2857142857142858,2.857142857142857,mix
J5HhmWTTGEM,5.833333333333333,2.3333333333333335,4.833333333333333,3.8333333333333335,3.3333333333333335,1.0,2.1666666666666665,fem
JBT_A2TyPCQ,5.166666666666667,2.6666666666666665,4.0,3.1666666666666665,4.166666666666667,1.0,3.0,mix
JGR4ryWa8u0,3.6666666666666665,3.0,3.0,2.6666666666666665,4.5,3.3333333333333335,3.8333333333333335,masc
JU2XXwkCav4,5.0,4.833333333333333,4.0,3.3333333333333335,4.333333333333333,1.5,4.5,masc
JUaDM8hQBqw,5.5,4.0,4.333333333333333,3.8333333333333335,2.8333333333333335,1.1666666666666667,2.6666666666666665,fem
JXF8t1yznCk,5.0,3.8333333333333335,1.6666666666666667,2.1666666666666665,4.333333333333333,1.6666666666666667,3.3333333333333335,mix
Jj-N2q3MRIc,5.0,2.8333333333333335,3.1666666666666665,2.0,2.6666666666666665,1.3333333333333333,1.8333333333333333,fem
Jq4T0dXB_60,4.833333333333333,4.666666666666667,1.6666666666666667,1.8333333333333333,4.333333333333333,1.1666666666666667,3.0,mix
Jw4UaI4irBA,2.0,1.1666666666666667,1.0,1.3333333333333333,5.5,2.1666666666666665,3.5,masc
K1T7llOr_VQ,6.0,4.0,5.666666666666667,5.666666666666667,3.0,1.0,2.3333333333333335,mix
K2JvLAtwVcY,2.8333333333333335,2.0,2.3333333333333335,1.3333333333333333,4.5,2.8333333333333335,4.5,masc
K8KoD8249XE,2.3333333333333335,2.0,2.0,1.5,3.6666666666666665,3.6666666666666665,2.3333333333333335,masc
KD1XHjYhvVU,5.833333333333333,5.166666666666667,4.166666666666667,3.6666666666666665,3.5,1.0,3.3333333333333335,mix
KJSFkldABdY,5.666666666666667,4.0,3.8333333333333335,3.0,4.666666666666667,1.6666666666666667,4.5,mix
KUif1Bpvyfk,4.333333333333333,3.3333333333333335,3.0,2.3333333333333335,4.333333333333333,2.5,3.1666666666666665,masc
KfDNYin9fDA,4.333333333333333,2.5,2.3333333333333335,2.0,4.666666666666667,1.0,3.3333333333333335,masc
Kgdwd6Pqip4,5.166666666666667,3.8333333333333335,3.8333333333333335,2.5,5.0,1.3333333333333333,4.666666666666667,mix
KpdJNeu2Y34,5.666666666666667,4.0,5.0,2.1666666666666665,5.166666666666667,1.1666666666666667,2.0,fem
KqXriV8Mi3Y,4.333333333333333,2.0,5.166666666666667,2.1666666666666665,3.0,1.0,1.6666666666666667,fem
KyAoy9PiJEk,5.5,4.333333333333333,3.0,2.1666666666666665,4.5,1.3333333333333333,2.8333333333333335,mix
Kz2v4QYRsBw,6.166666666666667,3.8333333333333335,5.5,5.666666666666667,3.5,1.0,4.333333333333333,mix
L90gLiPafb4,4.833333333333333,3.3333333333333335,3.3333333333333335,3.1666666666666665,3.5,1.1666666666666667,2.5,mix
LEmyGcnBMms,5.5,3.0,2.8333333333333335,2.6666666666666665,3.8333333333333335,1.1666666666666667,3.0,mix
LHZKQoaZMpY,5.0,2.6666666666666665,4.333333333333333,3.3333333333333335,3.3333333333333335,1.0,1.1666666666666667,fem
LVmmGDCgDu8,3.3333333333333335,3.0,2.6666666666666665,1.1666666666666667,5.666666666666667,4.833333333333333,4.666666666666667,masc
LW4UMSQNgpM,5.0,2.0,4.0,3.5,3.8333333333333335,1.6666666666666667,2.0,fem
LYVEt97fWLM,4.5,3.1666666666666665,3.3333333333333335,3.3333333333333335,4.0,1.1666666666666667,3.8333333333333335,mix
LZm_wAgLSFE,5.5,2.5,4.166666666666667,3.5,3.8333333333333335,1.0,2.8333333333333335,fem
L_k7TXQ2Tmw,5.833333333333333,4.833333333333333,3.8333333333333335,3.0,4.833333333333333,1.1666666666666667,3.6666666666666665,mix
Lb1VBf2Fykc,5.166666666666667,3.1666666666666665,3.6666666666666665,3.0,5.5,2.0,4.166666666666667,mix
LgDsU1GONwI,5.166666666666667,4.0,3.3333333333333335,2.8333333333333335,5.166666666666667,1.8333333333333333,2.6666666666666665,mix
LmmNeskIG-c,5.5,2.3333333333333335,2.0,1.3333333333333333,5.333333333333333,2.3333333333333335,4.833333333333333,masc
Lnbrdx2iNZQ,3.8333333333333335,4.0,2.8333333333333335,1.5,5.5,5.166666666666667,3.5,masc
LnsUJ5qlJi4,3.8333333333333335,2.5,2.6666666666666665,1.6666666666666667,5.5,3.1666666666666665,3.8333333333333335,masc
Lo_x8RN_x2Y,5.666666666666667,3.8333333333333335,3.5,3.6666666666666665,4.166666666666667,1.1666666666666667,2.6666666666666665,mix
Lt5lr8mebNY,3.6666666666666665,1.6666666666666667,1.5,2.1666666666666665,3.3333333333333335,2.0,2.0,masc
M-ErishbROk,5.0,1.8333333333333333,3.0,2.3333333333333335,6.333333333333333,1.1666666666666667,4.666666666666667,mix
M7FLctp7tMk,5.5,4.833333333333333,3.8333333333333335,3.0,4.0,1.1666666666666667,1.6666666666666667,fem
MUq2VCSi-bs,3.6666666666666665,3.5,3.0,2.0,2.8333333333333335,1.3333333333333333,3.3333333333333335,mix
MbDAn99yLwA,6.0,5.5,3.6666666666666665,2.6666666666666665,4.166666666666667,1.5,4.0,mix
Mjrbh-vceUE,4.833333333333333,2.0,4.166666666666667,4.166666666666667,2.5,1.0,2.0,fem
MzsYGbir9i4,4.333333333333333,5.5,2.0,2.0,4.5,1.8333333333333333,2.5,mix
NHcDF9wyXpM,4.333333333333333,4.333333333333333,2.6666666666666665,2.0,5.833333333333333,2.0,3.1666666666666665,mix
NLBZzszOhx0,6.125,4.875,5.375,4.625,3.875,1.0,5.625,mix
NOpz_7iEGD4,3.6666666666666665,1.5,3.8333333333333335,5.666666666666667,2.1666666666666665,1.3333333333333333,3.0,masc
NW9w3nKtjO4,5.5,3.3333333333333335,5.666666666666667,5.666666666666667,4.0,1.1666666666666667,3.0,fem
Njz2KfUZ36o,3.8333333333333335,2.5,2.3333333333333335,1.1666666666666667,6.166666666666667,2.8333333333333335,2.5,masc
Nvc5N3L3yjA,5.333333333333333,3.0,3.6666666666666665,2.8333333333333335,2.8333333333333335,1.0,2.3333333333333335,fem
O-h2PeR39PI,3.1666666666666665,3.0,2.1666666666666665,1.5,4.333333333333333,4.333333333333333,2.3333333333333335,masc
OdDQthpq2Xo,5.0,3.0,4.166666666666667,4.166666666666667,4.333333333333333,1.1666666666666667,4.0,fem
Or8zUkmZGNc,5.666666666666667,3.3333333333333335,3.8333333333333335,2.6666666666666665,5.666666666666667,1.0,5.333333333333333,mix
OrXJVDkRmis,5.0,4.166666666666667,2.3333333333333335,1.3333333333333333,4.333333333333333,1.6666666666666667,2.1666666666666665,mix
OxNe4IUIVk4,4.833333333333333,4.166666666666667,3.3333333333333335,1.5,4.0,1.0,1.8333333333333333,fem
P1TUfuacr-s,4.833333333333333,2.8333333333333335,2.3333333333333335,1.3333333333333333,4.833333333333333,1.1666666666666667,3.3333333333333335,mix
P2IVTQfNTmo,3.8333333333333335,3.6666666666666665,2.8333333333333335,1.1666666666666667,6.0,4.0,5.0,masc
PN1BbPGS_RQ,4.666666666666667,3.3333333333333335,3.6666666666666665,2.1666666666666665,5.0,1.0,2.1666666666666665,fem
PjA-VYesTtw,5.5,5.666666666666667,4.0,2.1666666666666665,4.333333333333333,1.0,1.6666666666666667,mix
PlFJmhRZsc8,3.8333333333333335,2.6666666666666665,2.0,1.3333333333333333,5.333333333333333,3.1666666666666665,3.3333333333333335,masc
PowcVq11vCg,4.166666666666667,3.3333333333333335,3.0,3.3333333333333335,4.0,1.0,4.666666666666667,mix
Q1OhEKfG4N0,3.8333333333333335,2.3333333333333335,3.3333333333333335,2.1666666666666665,2.5,1.8333333333333333,1.6666666666666667,fem
Q59nlktSIkw,5.333333333333333,3.6666666666666665,4.333333333333333,3.5,4.0,1.0,2.5,fem
QPABdbp7RFw,5.666666666666667,3.6666666666666665,4.666666666666667,3.3333333333333335,3.0,1.0,3.1666666666666665,fem
QV2snXd5ZlQ,4.5,3.5,4.5,2.5,5.0,1.8333333333333333,4.166666666666667,fem
QhM5cqvPfb0,6.0,4.166666666666667,2.8333333333333335,2.0,4.333333333333333,1.3333333333333333,4.333333333333333,mix
QjMA3hc_PVA,3.5,2.0,2.1666666666666665,2.0,2.8333333333333335,1.3333333333333333,2.0,fem
QqonAr7ajPg,5.5,4.666666666666667,2.1666666666666665,1.8333333333333333,5.5,1.1666666666666667,2.6666666666666665,mix
