x,y,target,stimulus_id
2.6794696,6.7547064,Fem,WZr7t3DXYsA
0.7568749,5.3118153,Fem,WiZbb-QOStc
2.6545358,7.350843,Mix,WkkrKcyoiA4
3.6101875,7.5293484,Fem,WnkUUi5AwQo
2.82648,5.535198,Fem,WroQbOL8Vpw
3.4825652,7.4974585,Mix,XDf_J2ajI7Q
4.186927,4.5322466,Masc,XF6lXzF4ltI
7.9379206,6.2059073,Masc,XQ6Cm2sXveU
7.1013346,5.8384123,Masc,XRclPERrLVc
7.9912543,7.5685873,Masc,XUpgpnqB5RA
3.7995055,5.8846684,Fem,XcdNtsFiLi4
6.0099792,6.9314013,Mix,Xh-dQTJAaqE
5.7596393,6.134068,Masc,XiHahyPA14A
4.9923625,5.4628797,Mix,Xxw3AwS7_o8
2.4934118,5.915391,Masc,Y2Skw39jGlQ
1.4186448,5.7896495,Fem,YOaA1JMpq-0
7.2091813,5.255085,Masc,YX2Ozh9Msf0
0.7787169,4.905413,Fem,Y_TqObDvE24
6.6392937,4.85382,Mix,YlE0pteWuR8
5.317185,7.613372,Mix,YwJMELJf754
8.332356,6.4693336,Masc,Z00vBKSQrgU
4.756757,4.394964,Mix,Z3JQHGaRQ7I
5.020761,7.0579696,Fem,Z8klTI0cAiA
1.3354667,5.1792703,Fem,ZGYsE6m0YtY
5.0922318,7.5356374,Mix,ZHYihxwUzbM
5.802308,8.325296,Fem,ZNF7nCHCuEo
3.5058668,7.0521026,Mix,ZaWRrNOseg4
3.570825,4.476434,Masc,Zie8xaLG8_M
7.6286435,8.304738,Masc,ZkKgHOgNKEU
6.16522,6.0988083,Masc,Zl-50U1tsBM
3.5607586,4.94955,Fem,_7-8YYf0dMA
7.8275876,8.258517,Masc,_H9hUA0Ck8c
2.0588517,6.3650694,Mix,_KXsBwbeaSY
3.442919,4.7678175,Mix,_KrfMdJMlDM
6.5901446,8.672081,Masc,_OzTx2Sushc
4.975865,4.046208,Mix,_R2heFBQC_8
3.8122647,6.002973,Fem,_XU5qHsC4Aw
7.332429,5.895921,Masc,__5nKKCvOzk
7.7317467,7.810229,Masc,_kGMj1M8ko8
8.173465,8.266623,Masc,_mWQG-4Sc2U
4.0533404,7.9637113,Fem,_ob7euNGFxw
1.6814868,5.873978,Fem,_quNZ5u2qag
2.9307175,6.091903,Mix,_tNKC2D_DK4
6.1785727,8.470423,Fem,a0L1IzEMQ_c
7.665851,8.135175,Mix,a1F2Vm6lVNU
1.9350399,6.1000795,Fem,aBARjvvUJMc
8.05494,6.478895,Masc,aLk1Xh0z7qw
2.7669556,7.059759,Fem,aUOl_DWdEu8
4.208765,7.724053,Fem,aaHbR1KXwYM
3.7508883,5.0854645,Mix,awK4jz6RWkU
4.5983458,3.8232312,Mix,bBSU7U9f98w
1.3657779,5.6853356,Fem,bEWuMC5K7vQ
6.91472,8.316878,Masc,bKK1XQg2Y9o
3.5901496,7.6992497,Fem,bP5Wlc0Na8w
1.8512702,5.2168508,Mix,bbbGSR6NAo8
2.7979183,6.575106,Mix,bfDv-c9E_Is
5.9985065,5.7296777,Mix,bkJxh88VNnc
7.7681828,5.369303,Mix,bkRGPI3N-7k
5.652152,7.3030725,Masc,bpKUFzL1qFM
7.5832267,8.508208,Fem,c3lOglJbNMo
7.3608713,5.6752477,Masc,c3vselA9ELQ
4.822649,6.2224603,Mix,c7zjMd_AlKo
7.67009,8.057487,Mix,c9iawUthtNY
5.0446634,4.4702926,Mix,cYszuGaptkk
6.3702884,6.843857,Mix,cvvhKy1PFn8
3.5243347,7.8504305,Fem,cyc4PdMrf2k
6.927097,5.674237,Masc,czj-OJr9gFs
4.5837045,3.8091342,Masc,d-jNkcovWPc
4.308125,7.860941,Fem,d77iqD6bMHM
2.6728458,7.369647,Mix,dItD6LO1ILc
7.824797,5.694398,Masc,dNeLMKNiAN8
6.9292502,5.8762565,Mix,daHsUZiM6p8
7.8658595,5.98753,Masc,dmqgI4JCEuE
7.84733,6.419319,Masc,dp-qHTDVsLc
2.33371,4.4351707,Mix,e0CG3x4Z_fk
6.7863774,6.4124026,Mix,e18J2Z18Na4
7.7779837,5.7606044,Mix,e2KvH1ZAX84
0.64389133,4.731028,Fem,e6CJ0qsyJjQ
5.0777535,7.939352,Mix,e7urnfBBh3M
5.3682566,4.2186594,Masc,eIUvtChuEs0
0.9760217,5.831615,Fem,eL-YIdxfu3A
2.7447927,6.1832504,Fem,ebUStbjgKXE
8.020146,7.967704,Masc,erLps-ZnGlc
1.1210512,4.557501,Fem,esX6Xb_7WyM
3.4707224,7.6508174,Fem,f-CA3IUQAWM
2.8865695,6.162905,Fem,f6C_P7xu2fc
6.6358633,6.0836654,Mix,fCeIH4at49g
1.205388,5.927235,Fem,fD6rEoh-tPo
6.809304,7.8144054,Masc,fM1ARuVwYT4
2.3394845,7.3508162,Mix,fV42vrfFvNs
6.7019296,6.303007,Masc,fd-TEgqVsXY
8.017705,8.479129,Masc,feHcsAdEcbI
2.6608653,6.7754264,Mix,ffMiaRJmVio
2.8086388,5.226375,Mix,fg8ZTdpuV0I
5.678732,6.618733,Mix,fkd9m4Lc9W8
1.3244988,4.408289,Fem,flaRc0J0BwM
4.4502397,7.8969297,Mix,fzr246eEV-E
4.9324174,7.497971,Fem,g0DI5tPiPPM
7.3213425,8.473648,Masc,gZwHQ9CGyJY
6.0160675,6.8859324,Mix,hAiBmTJhhJs
5.510886,7.709929,Masc,hEIrqBhIbmk
1.4452071,4.990175,Mix,hFcYHGRWPCY
7.40944,7.912668,Masc,hNEvIimRhe8
7.107663,7.4583373,Masc,hS3bS7GksVk
2.5236855,7.028565,Mix,hgORULxqBqU
6.6095486,7.939599,Masc,hrpsvMHAkDI
2.1587121,5.577235,Mix,htMLdB-qYr0
2.4432366,5.6228137,Fem,hxpeslOcIIA
3.5548804,4.645882,Mix,i7zsJj3XgBc
6.348994,7.7540693,Masc,iAdS053L7L0
5.478598,7.4655895,Mix,iQF1XSOxHcs
7.795329,6.230734,Mix,ijHYsEGGRRY
3.4087913,8.086023,Fem,ipvWSzXXN14
7.1627502,7.555237,Masc,isykm48MUPM
3.2570546,5.091665,Fem,iwMf1aU3h2Q
8.129414,7.7803993,Masc,ixaVqD1Yzls
2.6610012,6.9153714,Mix,izuCJwPgG-Q
7.5444326,8.101556,Masc,jBIWrAAq-3Q
6.9107103,8.163283,Masc,jEtrbjHaZc8
7.2535715,7.535656,Masc,jJc3CUlCiOo
2.7257183,5.621436,Fem,jNW2XxPUDqc
3.312958,7.3536177,Mix,jYnVugDxErs
0.53231364,4.9662695,Fem,j_4_Bw7FbR4
6.840421,5.3684993,Mix,jg35mmYzh3I
3.4437761,5.5962977,Masc,jk0uhPvBnaI
5.186653,3.933993,Mix,jltRPLHjR0o
0.6746035,5.1055946,Fem,k0q5zWesa1k
6.4833517,8.622568,Masc,k8oFPfgOkzI
1.9780464,5.0955286,Fem,kFkIC-XjFp0
7.0994315,5.296814,Masc,kJUOvHAZmVk
1.7732399,5.1053467,Mix,kL9qia-G10g
3.9842043,7.725692,Fem,kVGcmBU-GIQ
8.047522,5.816028,Masc,kb4Ga1tD3nk
3.0511067,5.188599,Fem,khGyyJuLSgU
4.527628,4.454978,Mix,l0DF8slvlls
1.4836864,5.2989035,Fem,l4ipP3XnpDA
5.2261615,7.7056246,Fem,lH9eT078eJc
2.1949263,4.8999376,Fem,lHmmtj8270k
7.7601986,6.5654216,Masc,lKvRSLtbfrI
3.274413,5.1062593,Masc,lXEc9Oueszg
8.162214,5.8461885,Masc,laOxJUcIOdE
1.0184388,5.760066,Mix,lk2g6a0eS88
6.3459525,6.748328,Masc,lo68aakVEpc
7.745251,5.34633,Masc,lxHh_AJ0-jE
0.59688586,4.9207854,Fem,m12mtTl6eMc
2.756943,6.9220247,Mix,m2fzOo3-Lq4
1.6695409,4.7992673,Fem,mCexl35l7BQ
7.6447725,6.5258923,Masc,mKBujFF2txY
8.121688,6.402333,Masc,mMR_LTavLq4
6.8680034,6.2218657,Mix,mO1kljD_Aa4
5.1365495,5.9216886,Masc,mPCh3D21qZE
5.763939,4.6413608,Mix,m_ILlDydHwk
3.2410586,5.433495,Fem,mae-_KQhQ60
4.839588,7.740461,Mix,mkap8fCTUKs
4.279231,8.176444,Mix,mo3JXjRkl54
6.721005,8.334303,Mix,mt9b5uwiq-w
4.673183,5.4591455,Fem,my2MceeTLxc
4.11159,7.9909,Fem,n1YdT9RHvwU
4.5478115,3.8409164,Mix,n2SA7dZQWyU
5.345656,5.547302,Masc,n33_dTKSLTo
7.8513207,6.0900955,Mix,nAX5Ib3h0bU
1.1883324,5.295758,Fem,nP-zU9Bn560
6.915598,6.993861,Mix,nbUOQ6gAudo
3.0440207,5.4941545,Fem,ndzo2ZIWfiQ
4.4614677,4.798347,Masc,oBedP34gnXw
3.8107908,6.0465536,Mix,oRr55oLW8Y8
5.925472,7.0576377,Fem,oS3DzyBVp1s
4.4973807,4.559567,Fem,oWFVKWZxhJU
1.487639,5.295838,Fem,oXkPfK4qEHQ
5.651561,8.505474,Fem,odLNWTZGSyg
3.790545,8.17686,Fem,pBxyBLjr7sM
7.5820055,5.3059497,Masc,pTe7yJS0mqU
6.4374533,5.4011507,Mix,p_6ua9LLqy0
0.6517148,5.0459523,Fem,pmDUZFSQPKI
6.077463,8.570105,Mix,ptE7EHKWG50
3.8648162,7.5853295,Mix,q1S6UjO6rgQ
5.7893553,7.8401523,Mix,qLI0PnzmYKA
4.855699,4.485868,Mix,qMYgXfbpM3E
2.4899898,7.335257,Mix,qkvhvZQW2rM
4.571899,5.7388277,Mix,qqV8wfRzDrA
4.8820357,6.489936,Fem,qymG5taSseY
3.7657688,8.133339,Fem,r8WRpcfMZ8I
7.4780107,7.1396675,Masc,rBnSfDaDVQI
1.4874526,5.78406,Masc,rJkc-PV3my0
7.6053042,6.5039434,Masc,rKe2vkFIUbY
4.252915,3.7606027,Mix,rjCh8YafGhQ
2.783617,6.5326447,Fem,rjylcwEXkPU
4.654634,7.348767,Masc,rkmGVKQwMOA
6.9015503,8.15511,Masc,s-Q4sffZjo8
7.8582106,5.561994,Masc,s6K40WoEq78
8.101473,7.3472285,Masc,s6YcdEEF2H4
4.28414,7.988065,Fem,s7Bws_0BJxs
2.5267115,4.4151115,Mix,s8U8-dAaS0Y
4.568685,6.757513,Fem,sP6RnFMqDnI
4.158091,6.5552216,Masc,sS_hpPzuLQ8
3.2312315,6.585535,Fem,sbqlihZzH1w
5.2688484,8.510625,Fem,suodJ1Iq-kI
7.734951,6.413239,Masc,sv3SUIunbL0
5.9385567,4.8345914,Mix,sy-d6oJXqdE
5.073464,7.831111,Fem,t9Cmn8w36LI
5.9501286,7.534043,Mix,tDuM3Kd5fs4
0.7150771,5.2273183,Fem,tKelI4U_y6Q
7.643022,8.001062,Mix,tNru1d6XMuY
5.509969,7.1894646,Mix,tRJRP6qUWiA
4.2495074,7.557421,Fem,tTmh2c2AtXw
2.2804785,7.1260896,Fem,tTn1rY6EC7M
5.1890855,8.513875,Fem,tXrsSbHI0sQ
5.885543,7.7518344,Fem,ta_v_mzbMTg
4.158944,7.292278,Mix,tqvV2uFPCfs
1.2601515,5.974011,Fem,ttsmGXduEb0
3.2511117,6.5361805,Masc,tunMW9JZVCc
7.5314374,5.3981576,Mix,tuovbTrSLvE
6.757023,7.302838,Fem,txLhZT3RoNk
5.265651,8.650077,Fem,tyjlxbHsnuY
7.597439,5.7007856,Mix,u0DskPo_-dQ
7.3304687,6.4697433,Masc,uIpha8-eBes
6.805686,5.103889,Masc,uL3HLM6cWCE
3.6723335,4.5933156,Fem,u_cbkgWZaM8
5.2315745,4.134894,Mix,ulURkxonNpU
5.60434,4.142824,Masc,upsuBoJQ6k4
4.3436885,6.9818025,Fem,vB9IIv6xHBI
1.0046045,5.334283,Masc,vFlpklOfoaI
4.1011653,6.1521034,Fem,v_nZmNvP9J4
2.789109,6.5456944,Mix,vdWc1qLStAs
2.8732586,6.142506,Fem,viov3zTevto
5.71666,4.135331,Masc,vnkTkVvn4Yc
3.6539128,8.045487,Mix,w4zL859ehzU
2.993269,4.854179,Mix,wI1q70-bcQE
7.871907,8.41428,Masc,wWt38u3ikbQ
1.2534742,6.0835834,Fem,wdLUxu_OJh4
0.9105787,5.2030644,Mix,wdLvKel9Cbo
7.6404934,6.704786,Fem,wdOfg3UPqzA
7.4827795,7.5262,Masc,weHJ1rLykgs
4.480392,5.6042824,Mix,wxbvq4A02uQ
4.3581367,6.6399083,Mix,x1Vhqc54Sgs
3.2259827,5.546571,Fem,x75PlcuAiNc
3.3137612,7.83299,Fem,x85TYyRIRwU
4.713127,6.428007,Mix,xK9Miif2otY
5.3361106,8.006352,Mix,xNGvheoGSrE
5.2175965,5.5964613,Masc,xbTNEkONzCo
3.2102902,5.4398217,Mix,xfIDBV2R5fw
8.283615,7.8373904,Masc,xmZqmEXulA4
1.4920033,5.148877,Mix,y6wJehV4tis
5.9078074,8.485698,Mix,yJ0v0wuokZE
1.919913,4.762903,Mix,yQgb0LJUIlU
5.626663,5.2711043,Mix,yRUiwRKk6QM
4.9138293,5.5221257,Masc,yVNl_oSo7bI
3.5232332,7.2792525,Fem,ygXt9OPfzEE
2.9343174,6.2316113,Fem,yxkQMmtVeG8
5.816062,6.3801436,Mix,yyyapflC9Wk
1.1162806,5.3286815,Fem,z3Rub01-9J0
1.1110537,4.829297,Fem,z8xZjjBKZI8
4.696987,5.511592,Mix,zNLbDvnYln0
7.4197736,5.665549,Masc,zaOUWigiEVM
5.127235,4.664571,Masc,zabpEcBueg8
8.171355,7.2008905,Masc,zg1nAydNm_A
4.9825616,4.0815077,Mix,zgYKLgKXZjQ
7.342129,6.880834,Fem,zmd44gV9raw
5.9603167,8.079706,Mix,zqvBh_9EQSc
