Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,prolific_id,stimulus_id
7,4,7,7,7,1,5,61f2ae4aa09e72f23cbafa9a,L_k7TXQ2Tmw
2,2,2,2,1,1,1,5ef7d6c359b38851de122110,QWQAG8Zs_no
6,6,5,4,4,1,3,5d5db7f7ca179000180b17cc,jJc3CUlCiOo
5,4,4,1,6,2,2,5ff6e8dc5da4c728c5494d60,HO-GyyhtDnA
6,5,5,3,5,1,3,5dec460a8d43d9346487f840,pmDUZFSQPKI
1,1,1,1,1,2,1,5b017ef1293d310001023bd8,HO-GyyhtDnA
4,5,2,1,5,2,1,5f22de3904d2a80008ca108a,vnkTkVvn4Yc
4,6,5,1,7,1,5,5b7f28ee4570a7000120ad3f,zabpEcBueg8
7,7,7,7,7,1,6,61f2ae4aa09e72f23cbafa9a,x1Vhqc54Sgs
2,2,1,3,1,1,1,5b017ef1293d310001023bd8,VIqv8YRVDuY
5,3,3,2,3,1,2,5e1f7b5450f6aa0122fcef8b,FLJARDSdGLM
2,1,1,1,2,1,3,5aae8f78811b2000016f7c7b,yJ0v0wuokZE
6,6,5,2,7,2,2,5dec460a8d43d9346487f840,LgDsU1GONwI
7,4,2,5,6,1,2,611a665e428e9a57ba0de804,oc3VxkmHMx0
6,3,4,3,4,1,5,5f4b7922a1cde57399c3872e,DPDwNEZJNJY
2,2,5,5,2,1,2,5ce52692b4a0b500016a9112,wFMPKkDbgIs
3,3,2,2,3,3,4,5b2a3000a29ccd0001154e8c,nAX5Ib3h0bU
5,2,1,3,2,1,1,6048a3eff8e2cdda59e5c9e7,_quNZ5u2qag
4,5,4,1,4,3,4,5a52164aac5624000153602a,erLps-ZnGlc
5,4,3,4,4,1,3,6048a3eff8e2cdda59e5c9e7,qkvhvZQW2rM
5,3,3,1,5,2,4,5a9adf93dbdb470001eee5e1,jltRPLHjR0o
5,5,1,3,4,2,4,5f296dc899c65605ad881760,9AVeLwg2LAw
4,2,1,1,6,3,6,5d5e8996eefb4600182fcbb1,tUfD12KNGMQ
4,2,2,2,4,1,4,623729c5c785c64be4d2f444,6Pv0_aeYoCE
2,2,2,2,4,5,4,601ecf037d641438c0840330,xW_3jja6hFQ
6,2,2,2,5,1,2,5d5e8996eefb4600182fcbb1,LEmyGcnBMms
6,4,5,5,4,1,2,5ce52692b4a0b500016a9112,YlE0pteWuR8
5,3,1,2,5,1,2,5f296dc899c65605ad881760,DWi19R_1ugo
7,7,1,1,7,1,7,5e14c068ed1b3b000cf0e3c7,EXVVcmoPCbA
2,2,2,2,2,2,2,593b5b0e6c168c000177899a,Bqw_nmsQQy4
2,1,1,1,3,1,2,5fb93f3349adcb75d64045d1,DOO0-chRLHY
6,6,2,2,6,1,5,5ec967ac9020ae477aee23af,EjxILHpT7I8
3,2,1,1,2,1,1,6048a3eff8e2cdda59e5c9e7,aaHbR1KXwYM
5,4,2,1,5,1,3,623729c5c785c64be4d2f444,qLI0PnzmYKA
7,5,1,1,7,1,6,615dc9a9d61ae634ede50ebb,Nvc5N3L3yjA
5,1,2,6,1,1,2,5f296dc899c65605ad881760,FqGfNOYo0co
4,3,3,3,3,2,1,5ce52692b4a0b500016a9112,_XU5qHsC4Aw
6,5,3,3,4,1,1,5a9adf93dbdb470001eee5e1,KyAoy9PiJEk
2,2,1,1,7,5,2,5f296dc899c65605ad881760,WXom9NTISb8
1,1,1,1,3,1,2,6048a3eff8e2cdda59e5c9e7,XQ6Cm2sXveU
5,5,2,1,5,1,1,5a52164aac5624000153602a,QqonAr7ajPg
5,5,1,1,7,2,6,615dc9a9d61ae634ede50ebb,c9iawUthtNY
4,1,2,3,1,1,1,5a9adf93dbdb470001eee5e1,mkap8fCTUKs
2,2,2,3,4,1,3,623729c5c785c64be4d2f444,XH_NDgm16Ws
6,7,1,1,6,2,5,5ec967ac9020ae477aee23af,_R2heFBQC_8
4,6,4,1,4,2,3,603900436aac0934a527e745,VhOKmLf9JY8
2,5,1,1,2,1,1,6048a3eff8e2cdda59e5c9e7,OxNe4IUIVk4
7,7,7,6,6,1,6,5ce52692b4a0b500016a9112,Bt3xT0QvitI
5,1,5,1,1,1,1,5e14c068ed1b3b000cf0e3c7,3BMd4oMNAFg
6,6,3,2,5,2,2,6077dd4c0a8ff92267e84b6e,THOQ7SmlwJc
4,4,2,2,2,1,3,5d4b36bf137506001bb6b366,txLhZT3RoNk
3,3,3,2,2,1,1,5e130b3f54e2f09436f73393,VIqv8YRVDuY
7,4,7,5,7,1,4,5f383c7bbd56880ee4aff419,VIqv8YRVDuY
5,2,4,5,1,1,2,614c5d3911d2a431c2c59857,WroQbOL8Vpw
4,1,1,1,7,4,4,5f383c7bbd56880ee4aff419,Zl-50U1tsBM
7,4,4,1,3,1,2,5dcc6f91e5e18690a20e74d1,tTn1rY6EC7M
5,6,5,4,2,2,3,5ea20fd571038c119083a8df,c9iawUthtNY
1,1,1,1,2,3,1,5b017ef1293d310001023bd8,Zl-50U1tsBM
1,1,1,4,1,1,1,5e130b3f54e2f09436f73393,cYszuGaptkk
6,5,6,4,4,1,4,5d5db7f7ca179000180b17cc,1RLA2K18riE
5,4,4,1,3,1,2,614da66d7f267237bf6d05e6,t9Cmn8w36LI
1,1,1,4,1,1,1,5fcf61cae339e601668c71aa,U8w09p6T8r4
2,2,2,1,6,4,1,5f22de3904d2a80008ca108a,Drg9AMJCWRk
7,6,5,3,7,2,5,611d2cc49af322d296ac4117,gZwHQ9CGyJY
3,6,3,2,4,3,2,5e1f7b5450f6aa0122fcef8b,jJc3CUlCiOo
5,3,5,4,1,1,4,614da66d7f267237bf6d05e6,705VQvekdx8
6,5,3,2,5,5,2,5f3960e728b3734d421b2eeb,nbUOQ6gAudo
5,2,3,1,7,1,7,611d2cc49af322d296ac4117,P1TUfuacr-s
4,4,3,3,5,3,5,5d9e1929203419001625df07,tUfD12KNGMQ
2,2,2,1,2,1,1,5ef7d6c359b38851de122110,9AVeLwg2LAw
4,1,2,3,2,1,1,5f0dab228f4b5d000bf1a31d,nP-zU9Bn560
4,2,2,1,3,1,1,623729c5c785c64be4d2f444,9rz8E3s3CUY
4,2,4,2,3,1,3,603900436aac0934a527e745,cyc4PdMrf2k
6,5,3,3,7,1,3,601ecf037d641438c0840330,-SEKfzdaIK0
7,7,7,5,5,1,2,5ce52692b4a0b500016a9112,oWFVKWZxhJU
4,1,1,6,1,1,1,5ea986542bd79508d1d3cd7e,79j4Qnyb7dg
3,2,4,2,4,1,5,603900436aac0934a527e745,htMLdB-qYr0
2,5,1,1,6,6,2,5d5e8996eefb4600182fcbb1,Lnbrdx2iNZQ
1,2,1,1,2,2,1,6048a3eff8e2cdda59e5c9e7,XiHahyPA14A
3,2,3,1,5,1,4,623729c5c785c64be4d2f444,U84RMyBtFak
1,1,1,2,2,2,2,5b2a3000a29ccd0001154e8c,Zl-50U1tsBM
3,4,2,1,3,1,1,6048a3eff8e2cdda59e5c9e7,vnkTkVvn4Yc
1,1,1,1,5,5,6,5e14c068ed1b3b000cf0e3c7,q-7SBSxKxKo
4,1,1,1,5,2,4,5a9adf93dbdb470001eee5e1,eIUvtChuEs0
3,4,1,1,5,6,2,5ea986542bd79508d1d3cd7e,O-h2PeR39PI
4,2,2,2,3,1,3,5a52164aac5624000153602a,Tubf9a3Asxw
4,1,1,3,2,1,2,6048a3eff8e2cdda59e5c9e7,z6cj2wHF1rA
4,3,3,4,4,4,3,601ecf037d641438c0840330,JGR4ryWa8u0
3,2,1,1,5,1,5,5e14c068ed1b3b000cf0e3c7,RBB1cYpAFbc
4,3,2,1,5,1,4,623729c5c785c64be4d2f444,Jq4T0dXB_60
6,2,1,3,5,1,4,5ea986542bd79508d1d3cd7e,8lAb35KuYVw
6,2,1,3,5,1,4,5ea986542bd79508d1d3cd7e,qymG5taSseY
1,1,1,1,5,6,4,5f296dc899c65605ad881760,c62P3ERJ3_s
4,4,2,1,5,4,3,5a52164aac5624000153602a,aLk1Xh0z7qw
6,6,1,1,5,1,3,5ea986542bd79508d1d3cd7e,cYszuGaptkk
2,1,2,2,2,2,1,593b5b0e6c168c000177899a,D9qcmuxI4EI
6,5,3,2,4,1,4,5ec967ac9020ae477aee23af,_KXsBwbeaSY
7,6,6,6,6,1,1,615dc9a9d61ae634ede50ebb,pdzliNhlqWI
5,2,3,3,5,1,5,623729c5c785c64be4d2f444,Kgdwd6Pqip4
6,4,5,4,5,1,3,5e7886313dacaa3fbb808a67,tTmh2c2AtXw
5,7,4,5,6,3,4,615dc9a9d61ae634ede50ebb,2-m3SEGs0kM
6,5,1,1,7,1,1,5e14c068ed1b3b000cf0e3c7,Tv-pC4g9Tp8
5,6,1,1,6,1,4,5ec967ac9020ae477aee23af,bKK1XQg2Y9o
7,7,6,6,6,1,5,5ce52692b4a0b500016a9112,KD1XHjYhvVU
2,2,1,2,3,1,1,6074130be61cc52f7acdd375,J5HhmWTTGEM
3,3,2,1,4,1,2,5e1ccec8551fa0000cdc1f0b,s6K40WoEq78
5,1,3,4,2,1,1,5a9adf93dbdb470001eee5e1,VIqv8YRVDuY
2,1,1,1,5,6,3,5f3d63427c561a0f0d0cb09c,rBnSfDaDVQI
3,3,3,2,2,1,1,5fb93f3349adcb75d64045d1,VIqv8YRVDuY
6,5,6,4,3,1,1,601ecf037d641438c0840330,pdzliNhlqWI
5,3,3,3,5,3,5,61bb378040db417c1a138a7c,tuovbTrSLvE
2,1,1,2,4,3,1,6074130be61cc52f7acdd375,Lt5lr8mebNY
4,4,4,2,2,1,2,5fb93f3349adcb75d64045d1,pdzliNhlqWI
1,1,3,2,4,1,1,5f3d63427c561a0f0d0cb09c,wdLvKel9Cbo
5,4,3,3,3,2,1,5b2a3000a29ccd0001154e8c,pdzliNhlqWI
4,4,3,3,3,2,1,6074130be61cc52f7acdd375,zNLbDvnYln0
4,2,4,4,2,1,3,5fde8fc3c0e40a651914c261,l4ipP3XnpDA
5,5,4,3,3,1,3,615822379d204660be9076d9,oRr55oLW8Y8
2,1,1,1,3,2,3,5e63adfb9ab3e612a6913e14,pg0HQGyFdDc
3,4,2,2,4,1,2,5fde8fc3c0e40a651914c261,M7FLctp7tMk
3,3,1,1,2,1,2,5fb93f3349adcb75d64045d1,cYszuGaptkk
2,1,1,1,2,2,1,5fde8fc3c0e40a651914c261,sNRNopTkfXk
1,1,1,1,1,5,1,6074130be61cc52f7acdd375,XcdNtsFiLi4
6,4,2,2,4,1,1,5e63adfb9ab3e612a6913e14,kFkIC-XjFp0
6,1,3,4,4,1,1,5c5432c098016d0001541ef7,LZm_wAgLSFE
4,3,4,2,4,1,3,5a23e0f8391e270001a10195,Lt5lr8mebNY
6,5,5,3,5,2,3,5d9e1929203419001625df07,BMSh7nl1pK8
7,2,3,2,5,1,4,611d2cc49af322d296ac4117,Ex5ZhANd7z0
7,5,6,2,6,1,3,5dcc6f91e5e18690a20e74d1,t9Cmn8w36LI
2,2,2,2,2,2,2,5d4b36bf137506001bb6b366,8m1YNv41CKc
4,4,4,3,6,5,5,61572aeab6ac8a5fe94b43b4,ixaVqD1Yzls
4,5,3,1,5,3,4,602bebe42e34a23d1d0f72a3,qLI0PnzmYKA
5,4,3,3,6,1,3,614c5d3911d2a431c2c59857,XF6lXzF4ltI
4,3,3,2,4,1,2,5e1f7b5450f6aa0122fcef8b,S2JB2aZDdgg
3,4,3,1,5,2,4,614da66d7f267237bf6d05e6,AsBTxUxT8-I
4,1,1,3,4,1,2,5fcf61cae339e601668c71aa,m2fzOo3-Lq4
7,7,7,1,4,1,6,5b7f28ee4570a7000120ad3f,ZaWRrNOseg4
4,3,3,3,3,4,3,5c9034a2eedbd9001573ca14,2-m3SEGs0kM
3,2,1,1,6,1,1,5fcf61cae339e601668c71aa,jEtrbjHaZc8
3,2,2,1,7,6,7,611d2cc49af322d296ac4117,Zl-50U1tsBM
5,1,3,1,7,1,7,611d2cc49af322d296ac4117,cYszuGaptkk
7,3,3,4,7,1,6,611a665e428e9a57ba0de804,4Hl1wINuquM
7,5,7,7,7,1,6,61f2ae4aa09e72f23cbafa9a,CpSWTA48JDQ
6,6,6,5,5,1,3,5d5db7f7ca179000180b17cc,5cU-BzR-fek
5,4,3,2,3,1,2,5e1f7b5450f6aa0122fcef8b,fCeIH4at49g
7,4,7,4,3,1,5,611d2cc49af322d296ac4117,pdzliNhlqWI
7,6,4,1,6,1,4,5b7f28ee4570a7000120ad3f,bkJxh88VNnc
3,2,2,2,2,1,2,5ef7d6c359b38851de122110,fD6rEoh-tPo
5,5,6,4,4,1,3,5d5db7f7ca179000180b17cc,YwJMELJf754
5,4,4,2,4,3,4,611d2cc49af322d296ac4117,2-m3SEGs0kM
4,3,4,1,7,4,6,614da66d7f267237bf6d05e6,qMYgXfbpM3E
6,5,5,4,3,1,3,614c5d3911d2a431c2c59857,JUaDM8hQBqw
4,2,1,2,2,1,2,5d5ee5dc742933001d8f3b4c,cYszuGaptkk
4,3,2,2,4,1,2,5e1f7b5450f6aa0122fcef8b,1svuTm2KSiw
4,3,2,1,5,5,2,5f3960e728b3734d421b2eeb,9cEyFO2Eqo4
7,2,7,2,4,1,5,611d2cc49af322d296ac4117,VIqv8YRVDuY
6,4,6,4,5,2,3,5d5db7f7ca179000180b17cc,BooeikkiNKw
3,3,1,1,7,6,6,611a665e428e9a57ba0de804,XiHahyPA14A
4,5,4,2,5,2,3,602bebe42e34a23d1d0f72a3,tDuM3Kd5fs4
5,6,5,4,4,1,3,5d5db7f7ca179000180b17cc,972oFsnpDmE
5,2,3,1,7,5,7,611d2cc49af322d296ac4117,HO-GyyhtDnA
2,1,2,1,2,1,3,5f0dab228f4b5d000bf1a31d,1svuTm2KSiw
2,1,1,1,5,2,1,5f22de3904d2a80008ca108a,Mmr-i3_1sFc
7,1,6,6,4,1,1,5c5432c098016d0001541ef7,GXojZcA86Oo
5,2,3,2,5,1,3,5f0dab228f4b5d000bf1a31d,pdzliNhlqWI
3,2,1,1,6,2,5,614c5d3911d2a431c2c59857,wWt38u3ikbQ
7,1,6,5,7,1,6,611a665e428e9a57ba0de804,VIqv8YRVDuY
7,1,7,4,5,1,1,5c5432c098016d0001541ef7,r8WRpcfMZ8I
4,5,3,2,4,1,2,5e1f7b5450f6aa0122fcef8b,8y6pDQTKjrk
2,2,2,2,2,1,2,5ef7d6c359b38851de122110,2-m3SEGs0kM
5,4,5,4,4,1,3,5d5db7f7ca179000180b17cc,e0CG3x4Z_fk
2,1,1,1,6,7,7,5c5432c098016d0001541ef7,LVmmGDCgDu8
3,2,2,1,3,4,2,5e1f7b5450f6aa0122fcef8b,HO-GyyhtDnA
7,5,7,7,7,1,7,61f2ae4aa09e72f23cbafa9a,Or8zUkmZGNc
2,1,2,1,7,6,6,5da9a1659413e4001505d7f7,AoEBDS1OdQk
1,1,1,1,2,1,1,5fcf61cae339e601668c71aa,PVsSoRwd0Qo
6,4,6,4,4,1,2,5d5db7f7ca179000180b17cc,JBT_A2TyPCQ
2,2,2,1,5,7,5,602bebe42e34a23d1d0f72a3,76xq8R9cEOI
7,1,4,2,7,1,7,611a665e428e9a57ba0de804,Zl-50U1tsBM
7,6,7,7,7,1,5,61f2ae4aa09e72f23cbafa9a,2-m3SEGs0kM
7,6,1,5,4,1,1,55e876f25e4d360012cc283d,CNuIw1S2OMM
4,4,4,2,5,2,3,614da66d7f267237bf6d05e6,cYszuGaptkk
2,1,1,1,5,6,6,5c5432c098016d0001541ef7,Zl-50U1tsBM
7,3,7,1,5,1,4,5b7f28ee4570a7000120ad3f,i2-2px8n-64
6,1,1,1,7,3,2,611a665e428e9a57ba0de804,2-m3SEGs0kM
6,2,3,3,2,1,5,5aae8f78811b2000016f7c7b,pdzliNhlqWI
4,5,2,2,5,2,3,602bebe42e34a23d1d0f72a3,cYszuGaptkk
3,4,3,3,2,1,2,5da9a1659413e4001505d7f7,CNuIw1S2OMM
7,5,5,4,4,1,1,5d9e1929203419001625df07,VIqv8YRVDuY
4,3,3,3,3,1,2,5e1f7b5450f6aa0122fcef8b,VIqv8YRVDuY
2,2,1,1,6,3,1,5fcf61cae339e601668c71aa,Jw4UaI4irBA
3,2,1,1,4,2,1,5fcf61cae339e601668c71aa,XF6lXzF4ltI
6,2,7,6,7,2,6,61f2ae4aa09e72f23cbafa9a,Zl-50U1tsBM
7,5,4,2,5,1,1,5c5432c098016d0001541ef7,2-m3SEGs0kM
7,3,7,7,5,1,5,61f2ae4aa09e72f23cbafa9a,VIqv8YRVDuY
6,5,5,3,6,3,4,5f3960e728b3734d421b2eeb,0EnNkBfhfa0
5,5,5,1,7,1,7,5b7f28ee4570a7000120ad3f,V5-Q-DY8WFM
5,2,1,2,5,1,4,614c5d3911d2a431c2c59857,cYszuGaptkk
6,6,3,3,4,1,1,5d9e1929203419001625df07,2-m3SEGs0kM
1,1,1,1,5,7,4,6077dd4c0a8ff92267e84b6e,6UKj4It_B44
5,5,3,1,4,1,3,5a23e0f8391e270001a10195,OxNe4IUIVk4
5,2,4,4,1,1,1,5cb87813635b940017c2037a,pmDUZFSQPKI
2,2,1,1,5,3,5,5e77f6934ffe99364534227a,6Rg3FFuShGI
7,4,7,1,7,1,6,5b7f28ee4570a7000120ad3f,u_cbkgWZaM8
2,2,1,1,1,1,1,611b69c8306de2b76ce73318,ELVHeeDug4U
5,4,5,4,4,1,2,5fb3814f2ed467ac73fe19fd,1ElWzIJJCQI
3,3,2,2,2,1,2,5d4b36bf137506001bb6b366,wdLUxu_OJh4
5,2,4,3,3,1,2,5e77f6934ffe99364534227a,AYiWOamJVbk
7,1,1,1,5,1,4,5f383c7bbd56880ee4aff419,cYszuGaptkk
6,6,4,2,6,1,3,5cb87813635b940017c2037a,PlFJmhRZsc8
5,5,3,1,4,1,5,5d48673efef71c0016d8bf40,zmd44gV9raw
4,3,3,2,2,1,2,5d4b36bf137506001bb6b366,Z8klTI0cAiA
1,1,1,1,1,1,1,611b69c8306de2b76ce73318,FYpPMELi0Co
3,3,3,1,4,1,2,5a23e0f8391e270001a10195,daHsUZiM6p8
6,6,5,5,6,3,4,5fb3814f2ed467ac73fe19fd,hS3bS7GksVk
5,2,3,4,5,3,5,61572aeab6ac8a5fe94b43b4,xmZqmEXulA4
4,2,4,1,7,3,5,614da66d7f267237bf6d05e6,RcXaVTonC7c
7,4,6,7,4,1,2,5cb87813635b940017c2037a,WiZbb-QOStc
6,3,4,1,7,1,6,5dcc6f91e5e18690a20e74d1,dp-qHTDVsLc
4,4,4,2,4,1,2,5ff6e8dc5da4c728c5494d60,cYszuGaptkk
6,3,5,4,4,1,4,6077dd4c0a8ff92267e84b6e,b87r9x2ukUg
7,7,4,5,7,4,4,5f383c7bbd56880ee4aff419,2-m3SEGs0kM
5,4,3,3,3,1,1,5e77f6934ffe99364534227a,xK9Miif2otY
7,4,1,1,7,1,5,5e27fdd75ade0ba21df12828,sNRNopTkfXk
2,2,2,2,2,1,1,5d4b36bf137506001bb6b366,ebUStbjgKXE
5,1,1,6,1,1,1,5fcf61cae339e601668c71aa,rjylcwEXkPU
7,4,6,3,5,1,2,5cb87813635b940017c2037a,cYszuGaptkk
6,5,5,4,7,2,6,611b69c8306de2b76ce73318,weHJ1rLykgs
4,2,2,1,3,1,2,5a23e0f8391e270001a10195,tNru1d6XMuY
4,3,1,1,6,5,4,5f383c7bbd56880ee4aff419,HO-GyyhtDnA
6,4,5,4,5,4,4,61572aeab6ac8a5fe94b43b4,ta_v_mzbMTg
7,3,6,5,2,1,2,5cb87813635b940017c2037a,pdzliNhlqWI
6,4,6,2,3,1,2,5d48673efef71c0016d8bf40,4fMS076F8pU
5,6,5,4,6,2,5,5c9034a2eedbd9001573ca14,cYszuGaptkk
4,6,2,1,5,3,4,5dec460a8d43d9346487f840,ijHYsEGGRRY
6,4,5,4,5,2,3,6077dd4c0a8ff92267e84b6e,oRr55oLW8Y8
7,2,6,4,1,1,1,5e27fdd75ade0ba21df12828,bEWuMC5K7vQ
5,3,3,4,4,2,4,5c37ac66bc6444000133b38e,kEszobB-abk
6,4,4,1,7,3,7,5dcc6f91e5e18690a20e74d1,Lnbrdx2iNZQ
7,4,6,6,2,1,1,5cb87813635b940017c2037a,VIqv8YRVDuY
7,4,6,5,4,1,4,5f383c7bbd56880ee4aff419,pdzliNhlqWI
3,2,1,1,1,2,1,55d51a6b8ce09000127d4821,yyyapflC9Wk
5,2,2,3,3,1,5,5e77f6934ffe99364534227a,n33_dTKSLTo
3,1,2,2,1,1,3,5aae8f78811b2000016f7c7b,EsoVjRdPCoU
6,5,4,1,4,1,3,5a23e0f8391e270001a10195,MbDAn99yLwA
6,7,7,4,6,2,4,5ea20fd571038c119083a8df,fzl2R57Xsx0
1,1,1,1,1,6,1,5d5f2fc82fce8e0019ca87c1,cYszuGaptkk
1,1,1,1,1,1,1,611b69c8306de2b76ce73318,6yR2CgfoRbo
5,4,4,3,4,1,3,5ff6e8dc5da4c728c5494d60,VIqv8YRVDuY
5,4,4,4,4,2,4,5c37ac66bc6444000133b38e,fzl2R57Xsx0
6,4,5,5,3,1,3,61572aeab6ac8a5fe94b43b4,flaRc0J0BwM
6,4,4,2,6,1,2,5cb87813635b940017c2037a,HO-GyyhtDnA
5,2,4,1,2,1,2,5d48673efef71c0016d8bf40,FvUgpHx9nKs
4,4,4,2,5,1,3,59f0eda5e75b450001a699a7,jYnVugDxErs
6,4,5,3,3,1,1,5c5432c098016d0001541ef7,M7FLctp7tMk
4,3,2,4,2,1,1,55d51a6b8ce09000127d4821,27vHKP9QsqU
2,1,1,4,1,1,1,5c0b888b7bbde100010a8fd9,kEszobB-abk
7,6,5,3,5,2,2,6077dd4c0a8ff92267e84b6e,ulURkxonNpU
7,3,3,1,7,1,7,5dcc6f91e5e18690a20e74d1,Or8zUkmZGNc
5,5,4,4,4,1,4,5c37ac66bc6444000133b38e,CpSWTA48JDQ
5,4,3,1,6,1,2,5cb87813635b940017c2037a,Zl-50U1tsBM
4,3,3,1,5,1,4,5a23e0f8391e270001a10195,QWQAG8Zs_no
3,2,2,1,2,1,1,5ef7d6c359b38851de122110,LnsUJ5qlJi4
2,5,3,1,5,5,4,5f0dab228f4b5d000bf1a31d,sy-d6oJXqdE
5,6,2,1,5,1,3,59f0eda5e75b450001a699a7,sy-d6oJXqdE
4,3,3,1,2,1,2,5d48673efef71c0016d8bf40,Oo1dMRp15_Q
4,3,4,3,4,2,4,61572aeab6ac8a5fe94b43b4,_KrfMdJMlDM
1,1,2,1,4,5,5,55d51a6b8ce09000127d4821,lHCfrK-nIQU
3,3,4,5,5,3,4,5fc45894c518494211619c7e,lHCfrK-nIQU
3,2,1,1,7,1,7,5e27fdd75ade0ba21df12828,_kGMj1M8ko8
4,2,2,2,5,1,1,5c0b888b7bbde100010a8fd9,sbqlihZzH1w
7,6,6,4,5,1,2,5cb87813635b940017c2037a,2-m3SEGs0kM
5,5,3,4,4,1,4,5c37ac66bc6444000133b38e,U8w09p6T8r4
3,3,3,1,6,5,6,602bebe42e34a23d1d0f72a3,ZkKgHOgNKEU
6,2,2,1,6,1,3,5a23e0f8391e270001a10195,e18J2Z18Na4
6,5,5,5,4,2,4,5fb3814f2ed467ac73fe19fd,bfDv-c9E_Is
2,1,1,1,6,2,1,5c0b888b7bbde100010a8fd9,DHd-9Cx6fpc
6,4,4,6,3,1,2,55d51a6b8ce09000127d4821,wwqq-jbLzK4
5,5,4,5,4,1,3,5fc45894c518494211619c7e,B3koQlnaEL8
7,3,3,1,4,1,3,5a23e0f8391e270001a10195,B3O1NwkOOe4
6,2,6,4,5,1,3,6077dd4c0a8ff92267e84b6e,_7-8YYf0dMA
5,2,1,1,5,1,2,5e27fdd75ade0ba21df12828,06_OXzp1jh0
1,3,1,1,3,4,3,5e77f6934ffe99364534227a,NajVEu7_lQU
4,5,2,2,5,2,4,55d51a6b8ce09000127d4821,XH_NDgm16Ws
4,3,3,3,5,1,4,5c37ac66bc6444000133b38e,Qrt4cA5Te_Y
4,4,2,2,3,2,1,5e77f6934ffe99364534227a,d-jNkcovWPc
7,4,6,3,3,1,1,5dcc6f91e5e18690a20e74d1,r8WRpcfMZ8I
5,5,3,2,5,3,2,5fc45894c518494211619c7e,mt9b5uwiq-w
6,5,5,4,5,1,5,5fb3814f2ed467ac73fe19fd,JGR4ryWa8u0
4,1,4,2,3,1,1,5e27fdd75ade0ba21df12828,8hm_SPwqUw4
1,1,1,1,3,2,1,5c0b888b7bbde100010a8fd9,ijHYsEGGRRY
4,5,3,2,4,4,2,5e1f7b5450f6aa0122fcef8b,mZNuwuGdeoo
6,1,7,5,7,1,7,61f2ae4aa09e72f23cbafa9a,b87r9x2ukUg
4,4,4,2,5,1,3,59f0eda5e75b450001a699a7,86xJR4ep09s
4,4,4,5,3,1,2,5e77f6934ffe99364534227a,YlE0pteWuR8
2,1,1,1,1,1,1,5e27fdd75ade0ba21df12828,fCeIH4at49g
6,6,3,3,5,1,2,55d51a6b8ce09000127d4821,CfmWvEX_r7Y
7,5,3,1,6,1,5,611d2cc49af322d296ac4117,jk0uhPvBnaI
3,1,6,6,2,1,1,5dec460a8d43d9346487f840,SXkaG2VNqbE
3,2,3,1,3,1,1,5d5ee5dc742933001d8f3b4c,Q1OhEKfG4N0
3,2,2,1,2,6,3,5ff6e8dc5da4c728c5494d60,Zl-50U1tsBM
4,2,3,2,4,1,2,5e1f7b5450f6aa0122fcef8b,odLNWTZGSyg
4,1,2,1,6,6,5,611d2cc49af322d296ac4117,isykm48MUPM
6,5,4,2,5,1,1,5d9e1929203419001625df07,9-RTErCdQCY
5,3,4,4,2,1,2,614c5d3911d2a431c2c59857,ELVHeeDug4U
5,3,3,2,3,2,1,5dec460a8d43d9346487f840,lXEc9Oueszg
1,4,1,1,5,6,5,55e876f25e4d360012cc283d,BohuEtYqfOA
1,1,1,1,2,2,3,5aae8f78811b2000016f7c7b,upsuBoJQ6k4
5,1,4,2,6,6,6,5c5432c098016d0001541ef7,Sk5kM8XiXkk
6,5,6,5,4,1,2,609c010662a75f7f78ad58f0,K1T7llOr_VQ
7,6,7,6,7,1,6,61f2ae4aa09e72f23cbafa9a,n1YdT9RHvwU
3,2,2,2,4,3,2,5e1f7b5450f6aa0122fcef8b,ixaVqD1Yzls
4,3,5,3,4,1,1,5f22de3904d2a80008ca108a,vfWn-Kp9-yA
4,3,1,5,2,1,2,55e876f25e4d360012cc283d,TLdsiPBq3IE
5,2,7,3,5,2,2,5dec460a8d43d9346487f840,sbqlihZzH1w
5,5,5,2,5,3,2,5e1f7b5450f6aa0122fcef8b,2J7ZM8U9bw0
4,4,1,1,4,1,2,5d5ee5dc742933001d8f3b4c,hS3bS7GksVk
3,3,3,2,2,1,2,5ef7d6c359b38851de122110,CpSWTA48JDQ
6,1,4,2,7,2,7,5dec460a8d43d9346487f840,DHd-9Cx6fpc
5,6,3,2,7,1,6,609c010662a75f7f78ad58f0,Qrt4cA5Te_Y
5,5,3,2,5,1,5,614c5d3911d2a431c2c59857,vdWc1qLStAs
4,4,1,1,4,1,2,5d5ee5dc742933001d8f3b4c,dItD6LO1ILc
7,3,7,5,7,1,7,61f2ae4aa09e72f23cbafa9a,DHd-9Cx6fpc
4,1,1,1,6,4,5,5dec460a8d43d9346487f840,s6K40WoEq78
7,3,3,3,6,1,4,611a665e428e9a57ba0de804,5o0l0bpeTaQ
2,2,1,2,5,2,3,5f0dab228f4b5d000bf1a31d,cvvhKy1PFn8
6,5,3,3,5,1,1,5d9e1929203419001625df07,QqonAr7ajPg
3,2,2,2,2,1,1,5ef7d6c359b38851de122110,ebUStbjgKXE
7,2,7,4,4,1,1,5c5432c098016d0001541ef7,hxpeslOcIIA
7,7,7,7,7,1,7,61f2ae4aa09e72f23cbafa9a,tDuM3Kd5fs4
